index	highest_proba	outcome	cost_of_classification	used_features
0	0.919224028615536	0	1	gill_color
1	0.919224028615536	0	1	gill_color
2	0.9112008555741792	0	1	ring_type
3	0.9094102275144984	0	1	ring_type
4	0.8851872128174757	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
5	0.9111930263596356	0	1	ring_type
6	0.9091780656019742	0	1	ring_type
7	0.9110250373135326	0	1	ring_type
8	0.9111930263596356	0	1	ring_type
9	0.9094102275144984	0	1	ring_type
10	0.9094102275144984	0	1	ring_type
11	0.9091780656019742	0	1	ring_type
12	0.9117423463155564	0	1	ring_type
13	0.9091780656019742	0	1	ring_type
14	0.9535576648282984	0	1	gill_color
15	0.9111930263596356	0	1	ring_type
16	0.943724686512452	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
17	0.9112008555741792	0	1	ring_type
18	0.9535576648282984	0	1	gill_color
19	0.9111930263596356	0	1	ring_type
20	0.919224028615536	0	1	gill_color
21	0.9091780656019742	0	1	ring_type
22	0.9112008555741792	0	1	ring_type
23	0.900786511148336	0	1	gill_color
24	0.9091780656019742	0	1	ring_type
25	0.9111930263596356	0	1	ring_type
26	0.8555123523152887	0	1	stalk_surface_above_ring
27	0.8978336125350334	0	1	gill_color
28	0.9117423463155564	0	1	ring_type
29	0.9111930263596356	0	1	ring_type
30	0.9994044588046592	0	3	gill_color,stalk_surface_above_ring,population
31	0.8555123523152887	0	1	stalk_surface_above_ring
32	0.9117423463155564	0	1	ring_type
33	0.9117423463155564	0	1	ring_type
34	0.9112008555741792	0	1	ring_type
35	0.900786511148336	0	1	gill_color
36	0.913778708819064	0	1	gill_color
37	0.9110250373135326	0	1	ring_type
38	0.9112008555741792	0	1	ring_type
39	0.9117423463155564	0	1	ring_type
40	0.9111930263596356	0	1	ring_type
41	0.9535576648282984	0	1	gill_color
42	0.8816798453367216	0	3	gill_color,stalk_surface_above_ring,population
43	0.9111930263596356	0	1	ring_type
44	0.8555123523152887	0	1	stalk_surface_above_ring
45	0.9527910318814689	0	1	gill_color
46	0.915813387787462	0	1	gill_color
47	0.900786511148336	0	1	gill_color
48	0.8555123523152887	0	1	stalk_surface_above_ring
49	0.8555123523152887	0	1	stalk_surface_above_ring
50	0.9110250373135326	0	1	ring_type
51	0.8555123523152887	0	1	stalk_surface_above_ring
52	0.9110250373135326	0	1	ring_type
53	0.9091780656019742	0	1	ring_type
54	0.919224028615536	0	1	gill_color
55	0.9091780656019742	0	1	ring_type
56	0.9535576648282984	0	1	gill_color
57	0.9091780656019742	0	1	ring_type
58	0.919224028615536	0	1	gill_color
59	0.9091780656019742	0	1	ring_type
60	0.913778708819064	0	1	gill_color
61	0.913778708819064	0	1	gill_color
62	0.9177582377316572	0	3	gill_color,stalk_surface_above_ring,population
63	0.9117423463155564	0	1	ring_type
64	0.9110250373135326	0	1	ring_type
65	0.882183839358445	0	6	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,stalk_shape
66	0.8555123523152887	0	1	stalk_surface_above_ring
67	0.9091780656019742	0	1	ring_type
68	0.900786511148336	0	1	gill_color
69	0.9091780656019742	0	1	ring_type
70	0.9375397428750456	0	2	gill_color,stalk_surface_above_ring
71	0.9111930263596356	0	1	ring_type
72	0.9117423463155564	0	1	ring_type
73	0.9110250373135326	0	1	ring_type
74	0.9110250373135326	0	1	ring_type
75	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
76	0.8555123523152887	0	1	stalk_surface_above_ring
77	0.9112008555741792	0	1	ring_type
78	0.9111930263596356	0	1	ring_type
79	0.9091780656019742	0	1	ring_type
80	0.882183839358445	0	6	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,stalk_shape
81	0.9111930263596356	0	1	ring_type
82	0.9111930263596356	0	1	ring_type
83	0.9535576648282984	0	1	gill_color
84	0.8996753099992613	0	1	gill_color
85	0.8769316554918282	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
86	0.900786511148336	0	1	gill_color
87	0.8555123523152887	0	1	stalk_surface_above_ring
88	0.9111930263596356	0	1	ring_type
89	0.9535576648282984	0	1	gill_color
90	0.9110250373135326	0	1	ring_type
91	0.913778708819064	0	1	gill_color
92	0.9112008555741792	0	1	ring_type
93	0.9110250373135326	0	1	ring_type
94	0.9527910318814689	0	1	gill_color
95	0.9112008555741792	0	1	ring_type
96	0.9112008555741792	0	1	ring_type
97	0.8555123523152887	0	1	stalk_surface_above_ring
98	0.9111930263596356	0	1	ring_type
99	0.9094102275144984	0	1	ring_type
100	0.9420342125926529	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
101	0.9091780656019742	0	1	ring_type
102	0.9091780656019742	0	1	ring_type
103	0.9112008555741792	0	1	ring_type
104	0.9994044588046592	0	3	gill_color,stalk_surface_above_ring,population
105	0.9117423463155564	0	1	ring_type
106	0.9111930263596356	0	1	ring_type
107	0.9117423463155564	0	1	ring_type
108	0.9177582377316572	0	3	gill_color,stalk_surface_above_ring,population
109	0.915813387787462	0	1	gill_color
110	0.8996753099992613	0	1	gill_color
111	0.8866707673065176	0	3	gill_color,stalk_surface_above_ring,population
112	0.9112008555741792	0	1	ring_type
113	0.9091780656019742	0	1	ring_type
114	0.9111930263596356	0	1	ring_type
115	0.9112008555741792	0	1	ring_type
116	0.8555123523152887	0	1	stalk_surface_above_ring
117	0.8555123523152887	0	1	stalk_surface_above_ring
118	0.9379185628232256	0	2	gill_color,stalk_surface_above_ring
119	0.913778708819064	0	1	gill_color
120	0.915813387787462	0	1	gill_color
121	0.999418109513188	0	3	gill_color,stalk_surface_above_ring,population
122	0.9110250373135326	0	1	ring_type
123	0.873606490843759	0	5	ring_type,gill_size,stalk_color_below_ring,cap_surface,stalk_shape
124	0.9110250373135326	0	1	ring_type
125	0.8555123523152887	0	1	stalk_surface_above_ring
126	0.9112008555741792	0	1	ring_type
127	0.8555123523152887	0	1	stalk_surface_above_ring
128	0.9110250373135326	0	1	ring_type
129	0.9535576648282984	0	1	gill_color
130	0.9117423463155564	0	1	ring_type
131	0.8555123523152887	0	1	stalk_surface_above_ring
132	0.9112008555741792	0	1	ring_type
133	0.8555123523152887	0	1	stalk_surface_above_ring
134	0.9110250373135326	0	1	ring_type
135	0.9094102275144984	0	1	ring_type
136	0.9112008555741792	0	1	ring_type
137	0.9110250373135326	0	1	ring_type
138	0.9379185628232256	0	2	gill_color,stalk_surface_above_ring
139	0.8978336125350334	0	1	gill_color
140	0.9094102275144984	0	1	ring_type
141	0.9117423463155564	0	1	ring_type
142	0.915813387787462	0	1	gill_color
143	0.8555123523152887	0	1	stalk_surface_above_ring
144	0.9111930263596356	0	1	ring_type
145	0.915813387787462	0	1	gill_color
146	0.913778708819064	0	1	gill_color
147	0.9094102275144984	0	1	ring_type
148	0.919224028615536	0	1	gill_color
149	0.9112008555741792	0	1	ring_type
150	0.8555123523152887	0	1	stalk_surface_above_ring
151	0.8983950455794834	0	2	stalk_surface_above_ring,gill_size
152	0.8555123523152887	0	1	stalk_surface_above_ring
153	0.9091780656019742	0	1	ring_type
154	0.9112008555741792	0	1	ring_type
155	0.8978336125350334	0	1	gill_color
156	0.9094102275144984	0	1	ring_type
157	0.919224028615536	0	1	gill_color
158	0.9094102275144984	0	1	ring_type
159	0.9111930263596356	0	1	ring_type
160	0.9117423463155564	0	1	ring_type
161	0.9111930263596356	0	1	ring_type
162	0.9112008555741792	0	1	ring_type
163	0.9527910318814689	0	1	gill_color
164	0.9112008555741792	0	1	ring_type
165	0.8978336125350334	0	1	gill_color
166	0.9110250373135326	0	1	ring_type
167	0.9112008555741792	0	1	ring_type
168	0.9112008555741792	0	1	ring_type
169	0.919224028615536	0	1	gill_color
170	0.8876574214795462	0	3	gill_color,stalk_surface_above_ring,population
171	0.9112008555741792	0	1	ring_type
172	0.9535576648282984	0	1	gill_color
173	0.8978336125350334	0	1	gill_color
174	0.8555123523152887	0	1	stalk_surface_above_ring
175	0.8555123523152887	0	1	stalk_surface_above_ring
176	0.913778708819064	0	1	gill_color
177	0.9111930263596356	0	1	ring_type
178	0.9094102275144984	0	1	ring_type
179	0.9091780656019742	0	1	ring_type
180	0.9091780656019742	0	1	ring_type
181	0.9111930263596356	0	1	ring_type
182	0.9110250373135326	0	1	ring_type
183	0.9200841117324506	0	3	gill_color,stalk_surface_above_ring,population
184	0.8555123523152887	0	1	stalk_surface_above_ring
185	0.9094102275144984	0	1	ring_type
186	0.9111930263596356	0	1	ring_type
187	0.9091780656019742	0	1	ring_type
188	0.9091780656019742	0	1	ring_type
189	0.9112008555741792	0	1	ring_type
190	0.9415914230686104	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
191	0.9094102275144984	0	1	ring_type
192	0.9094102275144984	0	1	ring_type
193	0.9112008555741792	0	1	ring_type
194	0.9110250373135326	0	1	ring_type
195	0.9110250373135326	0	1	ring_type
196	0.9110250373135326	0	1	ring_type
197	0.9994109590991218	0	3	gill_color,stalk_surface_above_ring,population
198	0.9110250373135326	0	1	ring_type
199	0.9111930263596356	0	1	ring_type
200	0.9110250373135326	0	1	ring_type
201	0.900786511148336	0	1	gill_color
202	0.9111930263596356	0	1	ring_type
203	0.8983950455794834	0	2	stalk_surface_above_ring,gill_size
204	0.8555123523152887	0	1	stalk_surface_above_ring
205	0.9111930263596356	0	1	ring_type
206	0.9111930263596356	0	1	ring_type
207	0.919224028615536	0	1	gill_color
208	0.9527910318814689	0	1	gill_color
209	0.9094102275144984	0	1	ring_type
210	0.8978336125350334	0	1	gill_color
211	0.900786511148336	0	1	gill_color
212	0.9111930263596356	0	1	ring_type
213	0.9112008555741792	0	1	ring_type
214	0.9117423463155564	0	1	ring_type
215	0.9535576648282984	0	1	gill_color
216	0.9094102275144984	0	1	ring_type
217	0.9111930263596356	0	1	ring_type
218	0.8978336125350334	0	1	gill_color
219	0.9111930263596356	0	1	ring_type
220	0.9091780656019742	0	1	ring_type
221	0.919224028615536	0	1	gill_color
222	0.9112008555741792	0	1	ring_type
223	0.9094102275144984	0	1	ring_type
224	0.9112008555741792	0	1	ring_type
225	0.9091780656019742	0	1	ring_type
226	0.8555123523152887	0	1	stalk_surface_above_ring
227	0.9094102275144984	0	1	ring_type
228	0.9111930263596356	0	1	ring_type
229	0.9117423463155564	0	1	ring_type
230	0.9527910318814689	0	1	gill_color
231	0.919224028615536	0	1	gill_color
232	0.9117423463155564	0	1	ring_type
233	0.919224028615536	0	1	gill_color
234	0.919224028615536	0	1	gill_color
235	0.9094102275144984	0	1	ring_type
236	0.9112008555741792	0	1	ring_type
237	0.9112008555741792	0	1	ring_type
238	0.9540006549662462	0	1	gill_color
239	0.8555123523152887	0	1	stalk_surface_above_ring
240	0.9111930263596356	0	1	ring_type
241	0.9117423463155564	0	1	ring_type
242	0.9112008555741792	0	1	ring_type
243	0.9540006549662462	0	1	gill_color
244	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
245	0.9110250373135326	0	1	ring_type
246	0.9091780656019742	0	1	ring_type
247	0.9110250373135326	0	1	ring_type
248	0.900786511148336	0	1	gill_color
249	0.8767665478267368	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
250	0.9091780656019742	0	1	ring_type
251	0.9110250373135326	0	1	ring_type
252	0.9900576937595424	0	13	gill_color,stalk_surface_above_ring,population,gill_spacing,cap_surface,veil_type,ring_number,veil_color,gill_attachment,habitat,stalk_color_below_ring,stalk_shape,cap_shape
253	0.9094102275144984	0	1	ring_type
254	0.9110250373135326	0	1	ring_type
255	0.913778708819064	0	1	gill_color
256	0.915813387787462	0	1	gill_color
257	0.9112008555741792	0	1	ring_type
258	0.9110250373135326	0	1	ring_type
259	0.9094102275144984	0	1	ring_type
260	0.900786511148336	0	1	gill_color
261	0.9110250373135326	0	1	ring_type
262	0.9540006549662462	0	1	gill_color
263	0.9111930263596356	0	1	ring_type
264	0.900786511148336	0	1	gill_color
265	0.9091780656019742	0	1	ring_type
266	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
267	0.9169047198009884	0	3	gill_color,stalk_surface_above_ring,population
268	0.915813387787462	0	1	gill_color
269	0.9112008555741792	0	1	ring_type
270	0.8555123523152887	0	1	stalk_surface_above_ring
271	0.9111930263596356	0	1	ring_type
272	0.913778708819064	0	1	gill_color
273	0.9094102275144984	0	1	ring_type
274	0.9110250373135326	0	1	ring_type
275	0.9117423463155564	0	1	ring_type
276	0.9110250373135326	0	1	ring_type
277	0.9111930263596356	0	1	ring_type
278	0.9015670948181838	0	3	gill_color,stalk_surface_above_ring,population
279	0.9111930263596356	0	1	ring_type
280	0.8996753099992613	0	1	gill_color
281	0.9094102275144984	0	1	ring_type
282	0.9110250373135326	0	1	ring_type
283	0.8555123523152887	0	1	stalk_surface_above_ring
284	0.9111930263596356	0	1	ring_type
285	0.9094102275144984	0	1	ring_type
286	0.9111930263596356	0	1	ring_type
287	0.9169047198009884	0	3	gill_color,stalk_surface_above_ring,population
288	0.9540006549662462	0	1	gill_color
289	0.9111930263596356	0	1	ring_type
290	0.9110250373135326	0	1	ring_type
291	0.9117423463155564	0	1	ring_type
292	0.9527910318814689	0	1	gill_color
293	0.9111930263596356	0	1	ring_type
294	0.9110250373135326	0	1	ring_type
295	0.9111930263596356	0	1	ring_type
296	0.9091780656019742	0	1	ring_type
297	0.9137585173882616	0	3	gill_color,stalk_surface_above_ring,population
298	0.9111930263596356	0	1	ring_type
299	0.9112008555741792	0	1	ring_type
300	0.94178867220678	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
301	0.8555123523152887	0	1	stalk_surface_above_ring
302	0.9091780656019742	0	1	ring_type
303	0.9540006549662462	0	1	gill_color
304	0.9200841117324506	0	3	gill_color,stalk_surface_above_ring,population
305	0.9375397428750456	0	2	gill_color,stalk_surface_above_ring
306	0.9111930263596356	0	1	ring_type
307	0.999418109513188	0	3	gill_color,stalk_surface_above_ring,population
308	0.9094102275144984	0	1	ring_type
309	0.9420342125926529	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
310	0.900786511148336	0	1	gill_color
311	0.9110250373135326	0	1	ring_type
312	0.9110250373135326	0	1	ring_type
313	0.9111930263596356	0	1	ring_type
314	0.9111930263596356	0	1	ring_type
315	0.915813387787462	0	1	gill_color
316	0.9111930263596356	0	1	ring_type
317	0.9117423463155564	0	1	ring_type
318	0.9111930263596356	0	1	ring_type
319	0.9117423463155564	0	1	ring_type
320	0.919224028615536	0	1	gill_color
321	0.9112008555741792	0	1	ring_type
322	0.8978336125350334	0	1	gill_color
323	0.9094102275144984	0	1	ring_type
324	0.8555123523152887	0	1	stalk_surface_above_ring
325	0.913778708819064	0	1	gill_color
326	0.9535576648282984	0	1	gill_color
327	0.9091780656019742	0	1	ring_type
328	0.9112008555741792	0	1	ring_type
329	0.9112008555741792	0	1	ring_type
330	0.8555123523152887	0	1	stalk_surface_above_ring
331	0.9540006549662462	0	1	gill_color
332	0.9094102275144984	0	1	ring_type
333	0.9091780656019742	0	1	ring_type
334	0.999418109513188	0	3	gill_color,stalk_surface_above_ring,population
335	0.9112008555741792	0	1	ring_type
336	0.9112008555741792	0	1	ring_type
337	0.9535576648282984	0	1	gill_color
338	0.9111930263596356	0	1	ring_type
339	0.8555123523152887	0	1	stalk_surface_above_ring
340	0.919224028615536	0	1	gill_color
341	0.8555123523152887	0	1	stalk_surface_above_ring
342	0.9169047198009884	0	3	gill_color,stalk_surface_above_ring,population
343	0.9379185628232256	0	2	gill_color,stalk_surface_above_ring
344	0.9200841117324506	0	3	gill_color,stalk_surface_above_ring,population
345	0.9535576648282984	0	1	gill_color
346	0.9535576648282984	0	1	gill_color
347	0.9110250373135326	0	1	ring_type
348	0.882183839358445	0	6	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,stalk_shape
349	0.9091780656019742	0	1	ring_type
350	0.8769316554918282	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
351	0.9117423463155564	0	1	ring_type
352	0.913778708819064	0	1	gill_color
353	0.9117423463155564	0	1	ring_type
354	0.900786511148336	0	1	gill_color
355	0.9110250373135326	0	1	ring_type
356	0.9110250373135326	0	1	ring_type
357	0.9091780656019742	0	1	ring_type
358	0.9110250373135326	0	1	ring_type
359	0.9112008555741792	0	1	ring_type
360	0.9420342125926529	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
361	0.9417345481447512	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
362	0.873606490843759	0	5	ring_type,gill_size,stalk_color_below_ring,cap_surface,stalk_shape
363	0.9112008555741792	0	1	ring_type
364	0.9117423463155564	0	1	ring_type
365	0.9112008555741792	0	1	ring_type
366	0.9111930263596356	0	1	ring_type
367	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
368	0.9091780656019742	0	1	ring_type
369	0.9535576648282984	0	1	gill_color
370	0.8996753099992613	0	1	gill_color
371	0.8555123523152887	0	1	stalk_surface_above_ring
372	0.9094102275144984	0	1	ring_type
373	0.9091780656019742	0	1	ring_type
374	0.9091780656019742	0	1	ring_type
375	0.9094102275144984	0	1	ring_type
376	0.915813387787462	0	1	gill_color
377	0.9111930263596356	0	1	ring_type
378	0.913778708819064	0	1	gill_color
379	0.9112008555741792	0	1	ring_type
380	0.9375397428750456	0	2	gill_color,stalk_surface_above_ring
381	0.8851872128174757	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
382	0.9111930263596356	0	1	ring_type
383	0.9994109590991218	0	3	gill_color,stalk_surface_above_ring,population
384	0.9527910318814689	0	1	gill_color
385	0.900786511148336	0	1	gill_color
386	0.9112008555741792	0	1	ring_type
387	0.882183839358445	0	6	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,stalk_shape
388	0.9527910318814689	0	1	gill_color
389	0.8996753099992613	0	1	gill_color
390	0.9110250373135326	0	1	ring_type
391	0.9994109590991218	0	3	gill_color,stalk_surface_above_ring,population
392	0.9117423463155564	0	1	ring_type
393	0.8555123523152887	0	1	stalk_surface_above_ring
394	0.8555123523152887	0	1	stalk_surface_above_ring
395	0.8983950455794834	0	2	stalk_surface_above_ring,gill_size
396	0.9117423463155564	0	1	ring_type
397	0.900786511148336	0	1	gill_color
398	0.9117423463155564	0	1	ring_type
399	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
400	0.8978336125350334	0	1	gill_color
401	0.9091780656019742	0	1	ring_type
402	0.9094102275144984	0	1	ring_type
403	0.8996753099992613	0	1	gill_color
404	0.913778708819064	0	1	gill_color
405	0.9112008555741792	0	1	ring_type
406	0.9091780656019742	0	1	ring_type
407	0.9117423463155564	0	1	ring_type
408	0.9169047198009884	0	3	gill_color,stalk_surface_above_ring,population
409	0.8996753099992613	0	1	gill_color
410	0.9111930263596356	0	1	ring_type
411	0.8851872128174757	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
412	0.9527910318814689	0	1	gill_color
413	0.9527910318814689	0	1	gill_color
414	0.913778708819064	0	1	gill_color
415	0.9112008555741792	0	1	ring_type
416	0.9375397428750456	0	2	gill_color,stalk_surface_above_ring
417	0.8978336125350334	0	1	gill_color
418	0.9094102275144984	0	1	ring_type
419	0.9974967864646608	0	3	gill_color,stalk_surface_above_ring,population
420	0.9110250373135326	0	1	ring_type
421	0.9091780656019742	0	1	ring_type
422	0.9117423463155564	0	1	ring_type
423	0.9091780656019742	0	1	ring_type
424	0.9110250373135326	0	1	ring_type
425	0.8555123523152887	0	1	stalk_surface_above_ring
426	0.9112008555741792	0	1	ring_type
427	0.9094102275144984	0	1	ring_type
428	0.8769316554918282	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
429	0.9527910318814689	0	1	gill_color
430	0.9112008555741792	0	1	ring_type
431	0.9094102275144984	0	1	ring_type
432	0.9111930263596356	0	1	ring_type
433	0.9094102275144984	0	1	ring_type
434	0.9094102275144984	0	1	ring_type
435	0.9094102275144984	0	1	ring_type
436	0.9117423463155564	0	1	ring_type
437	0.9117423463155564	0	1	ring_type
438	0.8555123523152887	0	1	stalk_surface_above_ring
439	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
440	0.9112008555741792	0	1	ring_type
441	0.9200841117324506	0	3	gill_color,stalk_surface_above_ring,population
442	0.9117423463155564	0	1	ring_type
443	0.9110250373135326	0	1	ring_type
444	0.8996753099992613	0	1	gill_color
445	0.9375397428750456	0	2	gill_color,stalk_surface_above_ring
446	0.9111930263596356	0	1	ring_type
447	0.9112008555741792	0	1	ring_type
448	0.9112008555741792	0	1	ring_type
449	0.9117423463155564	0	1	ring_type
450	0.8555123523152887	0	1	stalk_surface_above_ring
451	0.9112008555741792	0	1	ring_type
452	0.9117423463155564	0	1	ring_type
453	0.9375397428750456	0	2	gill_color,stalk_surface_above_ring
454	0.9117423463155564	0	1	ring_type
455	0.882183839358445	0	6	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,stalk_shape
456	0.9110250373135326	0	1	ring_type
457	0.8996753099992613	0	1	gill_color
458	0.8555123523152887	0	1	stalk_surface_above_ring
459	0.9112008555741792	0	1	ring_type
460	0.915813387787462	0	1	gill_color
461	0.8555123523152887	0	1	stalk_surface_above_ring
462	0.9111930263596356	0	1	ring_type
463	0.9110250373135326	0	1	ring_type
464	0.9091780656019742	0	1	ring_type
465	0.9112008555741792	0	1	ring_type
466	0.9112008555741792	0	1	ring_type
467	0.9111930263596356	0	1	ring_type
468	0.9094102275144984	0	1	ring_type
469	0.8996753099992613	0	1	gill_color
470	0.9994044588046592	0	3	gill_color,stalk_surface_above_ring,population
471	0.9111930263596356	0	1	ring_type
472	0.8555123523152887	0	1	stalk_surface_above_ring
473	0.915813387787462	0	1	gill_color
474	0.9111930263596356	0	1	ring_type
475	0.9094102275144984	0	1	ring_type
476	0.9379185628232256	0	2	gill_color,stalk_surface_above_ring
477	0.9111930263596356	0	1	ring_type
478	0.9111930263596356	0	1	ring_type
479	0.9527910318814689	0	1	gill_color
480	0.915813387787462	0	1	gill_color
481	0.9200841117324506	0	3	gill_color,stalk_surface_above_ring,population
482	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
483	0.9094102275144984	0	1	ring_type
484	0.9091780656019742	0	1	ring_type
485	0.8555123523152887	0	1	stalk_surface_above_ring
486	0.9117423463155564	0	1	ring_type
487	0.9117423463155564	0	1	ring_type
488	0.9111930263596356	0	1	ring_type
489	0.9110250373135326	0	1	ring_type
490	0.9091780656019742	0	1	ring_type
491	0.9112008555741792	0	1	ring_type
492	0.915813387787462	0	1	gill_color
493	0.9112008555741792	0	1	ring_type
494	0.9117423463155564	0	1	ring_type
495	0.9117423463155564	0	1	ring_type
496	0.9974965351762628	0	3	gill_color,stalk_surface_above_ring,population
497	0.9091780656019742	0	1	ring_type
498	0.9527910318814689	0	1	gill_color
499	0.900786511148336	0	1	gill_color
500	0.9094102275144984	0	1	ring_type
501	0.9091780656019742	0	1	ring_type
502	0.9111930263596356	0	1	ring_type
503	0.9094102275144984	0	1	ring_type
504	0.8996753099992613	0	1	gill_color
505	0.9535576648282984	0	1	gill_color
506	0.873606490843759	0	5	ring_type,gill_size,stalk_color_below_ring,cap_surface,stalk_shape
507	0.8769316554918282	0	8	ring_type,gill_size,stalk_color_below_ring,cap_surface,veil_type,veil_color,ring_number,stalk_shape
508	0.9091780656019742	0	1	ring_type
509	0.8555123523152887	0	1	stalk_surface_above_ring
510	0.913778708819064	0	1	gill_color
511	0.919224028615536	0	1	gill_color
512	0.9094102275144984	0	1	ring_type
513	0.9094102275144984	0	1	ring_type
514	0.915813387787462	0	1	gill_color
515	0.9420342125926529	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
516	0.9091780656019742	0	1	ring_type
517	0.9112008555741792	0	1	ring_type
518	0.9117423463155564	0	1	ring_type
519	0.9091780656019742	0	1	ring_type
520	0.900786511148336	0	1	gill_color
521	0.9535576648282984	0	1	gill_color
522	0.8555123523152887	0	1	stalk_surface_above_ring
523	0.9117423463155564	0	1	ring_type
524	0.9091780656019742	0	1	ring_type
525	0.8978336125350334	0	1	gill_color
526	0.9094102275144984	0	1	ring_type
527	0.9091780656019742	0	1	ring_type
528	0.9117423463155564	0	1	ring_type
529	0.9110250373135326	0	1	ring_type
530	0.9094102275144984	0	1	ring_type
531	0.9094102275144984	0	1	ring_type
532	0.9540006549662462	0	1	gill_color
533	0.9110250373135326	0	1	ring_type
534	0.9094102275144984	0	1	ring_type
535	0.94178867220678	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
536	0.9117423463155564	0	1	ring_type
537	0.9117423463155564	0	1	ring_type
538	0.9117423463155564	0	1	ring_type
539	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
540	0.8555123523152887	0	1	stalk_surface_above_ring
541	0.94178867220678	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
542	0.9117423463155564	0	1	ring_type
543	0.9117423463155564	0	1	ring_type
544	0.943724686512452	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
545	0.8555123523152887	0	1	stalk_surface_above_ring
546	0.9094102275144984	0	1	ring_type
547	0.8801667393299175	0	14	gill_color,stalk_surface_above_ring,population,gill_spacing,cap_surface,veil_type,ring_number,veil_color,gill_attachment,habitat,stalk_color_below_ring,stalk_shape,cap_shape,cap_color
548	0.9110250373135326	0	1	ring_type
549	0.9994109590991218	0	3	gill_color,stalk_surface_above_ring,population
550	0.9091780656019742	0	1	ring_type
551	0.9420342125926529	0	4	ring_type,gill_size,stalk_color_below_ring,cap_surface
552	0.9377963180410408	0	2	gill_color,stalk_surface_above_ring
553	0.9094102275144984	0	1	ring_type
554	0.9111930263596356	0	1	ring_type
555	0.9111930263596356	0	1	ring_type
556	0.9110250373135326	0	1	ring_type
557	0.9110250373135326	0	1	ring_type
558	0.9117423463155564	0	1	ring_type
559	0.9994044588046592	0	3	gill_color,stalk_surface_above_ring,population
560	0.9091780656019742	0	1	ring_type
561	0.9111930263596356	0	1	ring_type
562	0.8555123523152887	0	1	stalk_surface_above_ring
563	0.9535576648282984	0	1	gill_color
564	0.8996753099992613	0	1	gill_color
565	0.9094102275144984	0	1	ring_type
566	0.9994109590991218	0	3	gill_color,stalk_surface_above_ring,population
567	0.873606490843759	0	5	ring_type,gill_size,stalk_color_below_ring,cap_surface,stalk_shape
568	0.9540006549662462	0	1	gill_color
569	0.9112008555741792	0	1	ring_type
570	0.915813387787462	0	1	gill_color
571	0.9540006549662462	0	1	gill_color
572	0.915813387787462	0	1	gill_color
573	0.900786511148336	0	1	gill_color
574	0.9091780656019742	0	1	ring_type
575	0.8996753099992613	0	1	gill_color
576	0.9379185628232256	0	2	gill_color,stalk_surface_above_ring
577	0.9527910318814689	0	1	gill_color
578	0.900786511148336	0	1	gill_color
